"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"199",1,1,16,2,1,2,3,2,3,3,4,2,1,2,0,0,1,0,0,1,1,1,0,1,2,2,1,2,1,8,14,15,16
"200",1,2,17,2,1,2,3,3,4,4,3,2,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,6,11,13,14
"201",1,2,16,NA,1,2,1,2,4,4,3,2,1,1,0,0,1,0,1,1,1,1,1,3,3,3,1,2,3,0,10,9,11
"202",1,2,16,2,2,2,2,1,3,3,1,2,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,5,0,13,14,16
"203",1,1,17,2,1,1,3,3,2,3,4,2,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,10,12,13,14
"204",1,2,17,1,1,2,1,2,1,3,2,2,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,6,9,9,10
"205",1,1,16,2,1,2,2,3,4,4,1,2,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,6,12,12,13
"206",1,1,17,2,1,2,1,1,1,4,1,2,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,12,11,12
"207",1,2,17,2,1,2,1,2,1,4,3,3,2,2,0,0,0,0,1,0,1,1,0,4,4,4,4,5,5,16,10,11,12
"208",1,2,16,1,1,2,3,3,4,4,4,2,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,0,11,10,10
"209",1,2,16,2,1,2,2,3,3,3,2,1,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,12,12
"210",1,1,17,2,2,2,2,4,4,4,1,1,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,8,14,15,16
"211",1,2,17,NA,1,2,4,4,4,5,2,2,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,13,13,14
"212",1,2,16,1,2,2,3,3,5,3,2,1,3,1,0,0,1,0,1,1,1,1,0,3,3,4,3,5,3,16,10,11,12
"213",1,1,17,2,1,2,4,4,4,5,2,2,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,30,14,15,16
"214",1,1,16,NA,2,2,4,4,5,5,4,2,1,2,0,0,1,0,0,1,1,1,0,4,5,2,1,2,3,0,11,10,11
"215",1,1,16,NA,1,2,4,3,2,3,2,2,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,14,14,15
"216",1,1,16,NA,1,2,2,3,3,3,4,2,1,2,0,1,1,0,1,1,1,0,0,4,4,3,1,3,4,4,11,12,12
"217",1,1,17,NA,1,2,1,1,3,3,1,2,1,2,0,0,1,0,0,0,1,0,0,4,4,4,1,3,1,0,14,15,15
"218",1,1,17,1,1,2,2,2,3,3,4,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,21,13,13,13
"219",1,1,16,1,1,2,2,2,4,4,4,2,2,4,0,0,1,0,1,0,1,1,0,5,3,5,1,1,5,6,13,13,13
"220",1,1,17,2,1,2,3,4,1,4,2,2,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,14,8,9,8
"221",1,1,16,2,1,1,3,1,4,3,1,2,1,2,0,0,1,0,0,1,1,1,0,2,3,3,2,2,4,2,11,11,12
"222",1,1,16,2,1,2,4,3,5,3,3,2,1,2,0,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4,14,15,15
"223",1,1,16,2,1,2,1,1,1,3,2,2,2,1,0,0,1,0,0,1,1,0,0,4,3,2,1,4,5,2,12,13,13
"224",1,1,17,1,1,2,4,3,5,3,4,2,2,3,0,0,1,0,1,1,1,1,1,4,4,2,1,1,4,0,11,12,12
"225",1,1,19,NA,1,2,3,3,3,3,4,3,1,4,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,4,12,12,12
"226",1,2,17,2,2,2,4,4,4,3,2,2,1,2,0,0,1,0,0,1,1,1,1,5,3,5,4,5,3,15,13,12,12
"227",1,1,16,2,1,1,2,2,3,3,4,2,1,2,0,1,1,0,0,1,1,1,0,3,3,4,1,1,4,0,13,13,13
"228",1,2,18,2,1,2,2,2,4,3,2,2,1,2,0,0,1,0,1,1,1,1,0,4,4,4,2,4,5,10,12,11,11
"229",1,1,17,NA,2,2,4,4,4,3,3,2,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6,12,11,11
"230",1,1,17,2,2,2,3,2,3,3,4,2,2,2,0,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2,14,16,15
"231",1,1,17,2,1,2,4,3,3,3,4,2,1,2,0,0,0,0,0,1,1,1,1,3,4,5,2,4,1,16,11,9,10
"232",1,2,18,2,2,2,3,3,4,2,2,1,1,2,0,0,1,0,0,1,1,1,0,3,2,4,2,4,4,10,10,10,10
"233",1,1,17,2,1,2,2,3,1,3,2,1,2,1,0,0,1,0,0,1,1,0,0,3,3,3,1,4,3,4,12,13,13
"234",1,1,17,NA,1,2,2,2,1,1,1,2,1,3,0,0,1,0,1,1,1,1,0,4,3,3,1,1,4,0,12,12,13
"235",1,1,17,1,1,2,2,1,1,4,4,2,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0,11,10,11
"236",1,1,17,2,1,2,1,1,1,3,4,2,1,3,0,0,1,0,1,1,1,0,1,4,3,4,1,1,5,12,12,12,12
"237",1,1,16,NA,1,2,2,3,4,5,3,2,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,0,13,13,14
"238",1,2,18,2,1,2,2,2,3,3,2,2,2,2,3,0,1,1,0,1,1,1,0,3,3,3,5,5,4,9,10,9,10
"239",1,1,16,2,1,2,4,4,5,4,2,2,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,4,15,16,16
"240",1,1,18,NA,1,2,3,1,3,3,4,2,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,1,4,4,8,8,8
"241",1,1,17,2,1,2,3,2,3,3,1,2,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,2,17,18,17
"242",1,2,17,2,2,2,2,3,4,4,4,1,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,3,3,0,10,11,11
"243",1,2,18,2,2,2,2,1,1,3,1,2,4,2,0,1,1,0,1,1,1,1,1,4,3,2,4,5,3,2,9,10,11
"244",1,1,17,2,1,1,2,1,3,3,1,2,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,15,15,16
"245",1,1,17,NA,2,2,4,3,2,3,4,1,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,14,12,12
"246",1,2,17,1,1,2,2,2,3,3,1,1,2,2,0,0,1,0,1,1,1,1,0,4,5,2,1,1,1,0,12,13,13
"247",1,2,17,2,1,2,4,4,5,5,4,2,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,0,13,13,13
"248",1,2,16,NA,1,2,4,4,2,3,4,1,1,2,0,0,1,0,1,1,1,1,0,4,2,4,2,4,1,0,13,13,14
"249",1,2,16,2,2,2,1,1,3,3,2,2,2,2,0,0,1,0,0,1,1,1,0,3,4,2,1,1,5,2,9,9,9
"250",1,2,16,2,1,2,3,2,1,3,4,2,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,0,12,12,12
"251",1,2,17,2,2,2,2,2,3,3,2,1,1,2,0,0,0,0,1,0,1,1,1,4,4,2,5,5,4,0,16,16,16
"252",1,1,16,NA,1,2,2,1,3,3,2,2,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,4,9,10,10
"253",1,1,16,2,1,1,4,1,3,3,2,2,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,5,0,14,13,13
"254",1,1,18,2,2,1,2,4,4,3,1,2,2,2,1,0,1,0,0,1,1,1,0,4,3,3,1,1,3,18,10,10,10
"255",1,1,18,2,2,2,2,2,1,4,1,2,1,2,1,0,1,0,0,0,1,1,1,5,3,1,1,1,5,16,9,8,10
"256",1,1,18,2,1,2,3,3,3,3,1,2,2,1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,3,14,8,7,7
"257",1,2,18,2,1,2,2,2,3,1,1,3,1,1,1,0,1,0,1,0,0,1,1,4,4,3,2,2,1,26,7,8,8
"258",1,2,17,2,1,2,4,4,5,5,1,2,1,1,0,0,1,0,1,0,1,1,0,4,2,1,1,2,5,6,10,8,9
"259",1,1,17,2,1,2,3,2,3,3,1,1,1,2,0,0,0,0,1,1,1,0,0,5,4,2,1,1,3,4,14,14,15
"260",1,1,17,2,2,2,1,1,1,1,1,2,1,3,0,0,1,0,1,1,1,1,1,4,3,2,1,2,4,10,11,10,10
"261",1,1,16,2,1,2,1,2,3,3,1,2,1,1,0,0,0,0,0,1,0,1,0,5,3,5,1,2,5,4,12,11,11
"262",1,1,17,1,1,2,2,1,1,4,1,2,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,13,13
"263",1,1,17,1,2,1,1,4,3,3,1,3,4,1,1,0,1,0,0,1,1,1,0,5,5,4,1,1,5,14,9,9,8
"264",1,2,18,2,1,2,2,2,3,4,4,1,1,2,0,0,0,0,0,1,0,1,0,5,5,4,3,5,2,16,8,7,8
"265",1,1,17,2,2,1,2,2,3,3,2,2,1,1,1,0,1,0,0,0,0,1,0,3,1,2,1,1,1,8,11,9,10
"266",1,1,17,1,2,2,1,1,1,3,1,2,2,3,0,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,15,14,15
"267",1,1,17,2,2,1,4,2,5,3,1,2,1,2,0,0,1,0,1,1,1,0,0,4,3,2,1,1,4,4,15,14,14
"268",1,2,17,2,2,2,4,3,2,3,1,2,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,8,15,15,15
"269",1,2,17,1,2,1,4,4,5,3,1,2,2,2,0,0,1,0,0,1,1,1,0,3,3,3,2,3,4,0,12,12,12
"270",1,2,16,2,2,2,4,3,5,3,1,2,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,7,14,14,15
"271",1,2,16,2,1,2,4,4,4,4,1,2,1,1,0,0,0,1,1,1,1,1,0,5,3,2,1,2,5,4,14,15,15
"272",1,1,17,2,1,2,4,4,5,4,1,2,1,2,0,0,1,1,0,1,1,1,1,5,3,1,1,4,5,2,11,11,12
"273",1,2,17,1,1,2,1,1,3,3,2,1,2,3,0,0,0,0,0,0,1,1,1,4,3,3,1,1,1,2,13,14,15
"274",1,1,17,2,1,2,3,3,4,3,2,2,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,3,5,10,11,11,11
"275",1,1,17,2,1,2,1,1,1,3,1,2,1,2,0,1,0,0,0,0,1,0,1,4,3,2,1,1,4,10,10,9,10
"276",1,1,18,2,1,2,2,1,3,3,1,3,2,3,0,0,1,0,0,0,1,1,1,4,4,4,1,1,3,10,12,10,11
"277",1,2,16,2,1,2,2,1,3,3,1,2,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,7,15,16,16
"278",1,1,17,NA,1,2,1,1,3,4,1,1,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,5,4,11,10,11
"279",1,2,17,2,1,2,2,3,3,3,1,1,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2,9,12,13
"280",1,2,22,2,1,2,3,1,4,4,3,2,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,12,7,8,5
"281",1,2,18,1,2,2,3,3,3,4,1,2,1,2,0,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,10,9,10
"282",1,2,16,NA,1,2,0,2,3,3,3,2,1,1,0,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0,11,12,11
"283",1,2,18,2,1,2,3,2,4,3,1,2,2,1,0,0,0,0,0,1,0,1,0,4,4,5,2,4,5,8,7,8,7
"284",1,2,16,2,1,2,3,3,1,3,4,3,3,2,1,1,1,0,0,0,1,1,0,5,3,3,1,3,2,4,9,11,10
"285",1,2,18,NA,1,2,2,1,4,4,3,2,1,1,2,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,7,8,6
"286",1,2,16,1,1,2,2,1,3,3,1,2,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,2,14,13,12
"287",1,2,17,1,1,2,2,1,3,3,1,2,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,12,12,13
"288",1,2,17,2,2,2,1,1,2,3,1,2,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,0,9,10,10
"289",1,1,18,2,2,1,2,1,3,3,1,2,1,2,0,0,1,0,0,0,1,1,1,4,3,4,1,3,5,2,12,12,13
"290",1,1,17,2,2,2,4,2,5,4,4,2,1,4,0,0,1,0,1,1,1,1,0,4,2,3,1,1,4,2,14,15,17
"291",1,1,19,2,1,2,2,2,4,4,2,2,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0,10,10,11
"292",1,2,18,2,2,2,2,1,4,3,1,2,3,2,1,0,0,0,1,0,0,1,0,4,4,5,4,4,5,4,11,10,11
"293",1,1,17,1,1,2,4,2,3,3,1,2,1,3,0,0,1,0,1,1,1,1,0,4,3,4,1,3,5,2,11,12,14
"294",1,1,18,NA,2,2,1,1,3,1,2,2,1,3,0,0,1,0,0,0,1,0,0,4,4,3,2,3,3,4,11,12,14
"295",1,1,18,1,1,2,2,2,3,3,2,2,1,2,0,1,0,0,0,1,1,0,0,3,2,3,1,1,5,4,11,11,13
"296",1,2,19,2,2,1,4,3,4,1,4,2,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,4,11,13,14
"297",1,2,18,NA,1,2,2,1,3,3,2,2,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,2,16,16,16
"298",1,2,17,1,1,2,2,2,3,4,3,2,2,1,0,0,0,0,0,0,0,0,0,5,2,2,1,1,4,0,9,10,10
"299",1,1,17,2,2,2,2,2,4,4,1,1,1,4,0,0,0,0,1,1,1,1,1,3,4,1,1,1,2,2,10,11,12
"300",1,1,20,1,1,2,2,1,3,3,1,3,2,2,0,0,1,1,1,1,0,1,1,1,2,3,1,2,2,8,10,12,12
"301",1,1,18,2,1,2,4,3,4,3,2,1,1,2,0,0,1,0,0,1,1,1,1,3,1,2,1,3,2,2,15,15,15
"302",1,2,18,2,1,2,4,3,5,3,1,2,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,3,2,10,10,11
"303",1,2,18,1,1,2,3,2,3,3,1,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,2,10,11,12
"304",1,1,17,2,1,2,3,3,3,3,2,2,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,15,12,13
"305",1,1,18,2,1,2,2,2,1,4,2,2,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,3,0,11,12,13
"306",1,2,17,2,1,2,2,2,3,3,2,1,2,1,0,0,0,0,0,1,0,1,0,4,4,4,2,3,4,8,8,8,9
"307",1,2,18,1,2,1,3,4,3,3,4,2,2,2,0,0,1,0,1,1,1,1,0,4,2,5,3,4,1,6,15,16,16
"308",1,2,17,2,1,2,3,1,4,3,3,2,1,2,0,0,0,0,1,1,1,1,1,5,4,4,3,4,5,0,11,11,14
"309",1,1,18,1,1,2,4,4,5,3,4,2,2,2,0,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,10,11,12
"310",1,2,18,2,1,2,4,2,2,3,4,1,1,2,0,0,1,0,1,1,1,1,1,5,4,5,1,3,5,4,10,12,14
"311",1,1,18,1,1,2,2,1,3,3,4,2,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,12,8,9,10
"312",1,1,19,NA,1,2,3,3,3,4,2,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,3,3,5,16,11,12,12
"313",1,1,18,2,1,2,2,3,3,4,4,1,1,4,0,0,1,0,1,1,1,1,1,4,5,5,1,3,2,10,16,16,16
"314",1,1,18,2,2,2,1,1,3,3,2,2,2,2,0,0,1,0,0,0,1,0,0,4,4,3,1,1,3,2,13,13,13
"315",1,2,17,1,1,2,1,2,1,1,2,2,1,2,0,0,1,0,1,0,1,0,1,3,5,2,2,2,1,2,16,17,18
"316",1,1,18,2,1,2,2,1,3,3,2,2,1,2,0,0,1,0,0,1,1,1,1,4,2,5,1,2,1,8,14,14,15
"317",1,1,17,2,1,2,2,4,1,2,4,2,2,2,0,0,1,0,0,1,1,1,1,4,3,3,1,1,1,6,15,16,16
"318",1,1,17,2,2,2,2,2,4,3,1,2,2,2,0,1,1,0,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12
"319",1,1,18,1,1,1,3,2,3,4,2,2,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,15,12,9,10
"320",1,2,18,2,1,2,4,4,5,4,2,2,2,1,0,0,0,0,1,1,1,1,0,3,2,4,1,4,3,6,11,12,12
"321",1,1,18,2,1,2,4,4,2,2,4,1,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,2,14,12,13
"322",1,1,17,2,1,2,2,2,3,4,4,1,3,3,0,0,1,0,0,1,1,1,1,4,2,3,1,1,1,8,13,15,15
"323",1,1,19,1,1,2,3,2,4,4,4,1,1,2,1,1,1,0,0,1,0,1,0,3,3,3,4,3,3,0,9,8,10
"324",1,2,18,2,2,2,4,3,5,4,1,2,2,1,0,0,0,0,1,1,1,1,0,4,2,3,1,2,1,0,10,10,10
"325",1,2,18,2,1,2,1,2,1,3,2,3,2,1,0,0,0,0,0,0,0,1,0,3,4,4,2,4,4,10,10,10,11
"326",1,2,17,2,2,1,4,1,4,3,2,2,2,1,0,0,0,0,1,1,1,1,1,4,5,4,2,4,5,22,11,11,10
"327",1,2,17,2,2,1,3,2,5,4,2,2,1,1,0,0,0,0,0,1,1,1,0,4,4,4,3,4,3,18,13,13,13
"328",1,1,18,1,2,2,1,1,1,3,4,2,2,4,0,0,1,0,1,1,1,0,0,5,2,2,1,1,3,2,17,17,18
"329",1,1,18,2,1,2,1,1,3,3,2,2,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,0,12,13,13
"330",1,1,17,2,1,2,2,2,3,3,1,2,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,12,12,12,14
"331",1,1,18,2,1,2,2,1,3,3,4,2,2,2,0,0,0,0,1,1,1,1,1,4,3,1,1,1,5,10,12,13,14
"332",1,2,17,2,1,2,1,1,3,3,4,1,1,2,0,0,0,0,0,0,1,1,0,4,3,3,1,2,4,0,12,12,12
"333",1,1,18,2,1,2,2,2,1,1,3,2,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,2,0,18,18,18
"334",1,1,17,2,1,2,1,1,4,5,4,2,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,13,13,14
"335",1,2,18,2,1,2,2,1,4,4,4,2,1,3,0,0,0,0,1,1,1,1,0,4,2,4,1,3,2,0,14,15,15
"336",1,2,18,2,2,1,4,4,5,5,4,2,1,2,0,0,1,0,1,1,1,1,0,5,4,3,1,1,2,0,17,17,17
"337",1,2,18,2,1,2,4,2,5,3,2,2,1,2,0,0,1,0,1,1,1,1,1,4,3,2,1,4,5,2,15,16,16
"338",1,1,17,2,1,2,4,3,2,4,4,2,1,3,0,0,1,0,0,1,1,1,0,4,2,2,1,2,3,0,17,18,18
"339",1,1,17,1,2,2,3,1,4,3,4,2,2,4,0,0,1,0,0,1,1,0,0,3,1,2,1,1,3,0,18,19,19
"340",1,2,18,1,2,2,3,2,4,3,4,2,2,3,0,0,1,0,1,1,1,1,0,5,4,2,1,1,4,0,14,15,15
"341",1,2,17,2,1,2,3,3,2,3,2,2,1,1,0,0,1,0,0,1,1,1,0,4,4,3,1,3,5,0,14,15,15
"342",1,1,19,2,1,2,4,4,2,3,4,3,2,2,0,0,1,0,1,1,1,1,0,2,3,4,2,3,2,2,14,13,13
"343",1,1,18,2,2,2,4,3,3,3,2,3,2,2,0,0,1,0,0,1,1,1,1,4,4,5,1,2,2,0,13,14,14
"344",1,1,18,2,1,2,4,3,3,3,4,1,1,4,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,16,17,17
"345",1,2,18,2,2,2,4,4,5,5,2,2,1,1,0,0,1,0,0,1,1,1,1,1,4,2,2,2,1,0,18,18,17
"346",1,1,18,2,2,1,4,4,2,3,2,2,1,2,0,0,1,1,0,1,1,1,1,4,2,4,1,1,4,0,14,15,15
"347",1,2,17,2,2,2,4,4,3,5,2,1,2,1,0,0,0,0,0,1,1,1,0,4,1,1,2,2,5,0,12,13,13
"348",1,1,17,1,1,2,4,4,4,4,4,2,2,3,0,0,1,0,1,1,1,1,0,5,3,4,1,1,5,0,7,7,8
"349",1,1,17,2,1,2,4,2,3,3,4,2,2,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,16,16,16
"350",1,1,17,2,1,2,3,2,2,2,4,1,1,4,0,0,1,0,1,0,1,1,0,5,2,2,1,2,5,0,18,18,18
"351",1,2,19,1,2,2,2,1,1,4,1,2,2,3,1,0,0,0,1,1,1,1,1,4,3,1,1,1,5,0,9,10,11
"352",1,2,20,NA,1,1,3,2,4,3,1,3,1,1,2,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,14,15,15
"353",1,2,19,NA,1,2,3,3,3,4,4,1,1,2,0,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,10,10,11
"354",1,1,18,2,1,2,1,4,3,5,2,2,1,2,0,1,1,0,0,0,1,0,1,3,4,4,1,2,5,2,10,10,11
"355",1,1,18,2,1,2,2,1,4,3,1,2,2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,2,1,2,12,12,15
"356",1,1,17,2,1,2,2,3,3,3,1,1,2,2,0,0,0,0,1,1,1,1,1,4,2,1,1,1,3,2,11,12,14
"357",1,1,17,1,1,2,4,4,5,5,1,2,1,1,0,0,0,0,1,1,1,1,0,4,4,4,1,1,5,2,15,16,17
"358",1,1,18,2,1,2,4,3,3,3,1,2,1,3,0,0,1,0,1,1,1,1,1,4,3,4,1,1,5,2,14,15,17
"359",1,1,18,2,2,2,4,3,2,4,1,2,2,1,0,0,1,0,0,1,1,1,0,3,2,4,1,4,1,8,12,12,15
"360",1,1,17,NA,1,2,3,4,1,4,1,1,1,3,0,0,1,0,1,0,1,1,0,4,3,4,2,5,5,2,15,15,17
"361",1,1,18,2,1,2,3,3,1,3,1,1,1,2,0,0,1,0,0,1,1,1,0,4,1,4,1,1,3,8,11,12,14
"362",1,2,19,2,1,2,4,2,2,3,1,2,2,2,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,9,11,10,10
"363",1,1,18,2,1,2,4,4,5,3,1,2,1,2,0,0,1,0,0,1,1,1,0,4,4,4,3,3,5,0,12,11,13
"364",1,1,18,2,1,2,3,4,3,3,1,2,1,1,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,4,11,12,14
"365",1,1,17,2,1,2,4,4,2,2,1,2,1,1,0,0,0,0,1,1,1,1,0,5,3,4,1,2,5,2,14,15,17
"366",1,1,17,NA,1,1,4,3,4,4,1,2,1,2,0,0,1,0,0,1,1,1,1,5,2,2,1,2,5,14,15,14,17
"367",1,1,17,2,2,1,3,3,4,3,2,2,1,2,0,1,1,0,0,1,1,1,0,5,3,3,1,1,5,0,12,12,13
"368",1,1,17,NA,2,2,2,1,3,3,2,1,1,2,0,0,0,0,1,1,1,1,0,4,2,3,2,2,2,2,11,12,14
"369",1,2,18,2,2,2,4,4,3,3,4,1,1,1,0,0,1,0,0,1,1,1,0,4,2,5,3,4,5,2,8,9,11
"370",1,1,19,2,1,2,1,1,3,3,1,3,3,3,0,0,0,0,1,1,0,0,1,1,5,5,4,3,5,12,10,10,11
"371",1,1,19,2,2,1,1,1,3,3,1,3,3,2,2,0,1,0,0,0,1,1,1,5,3,4,1,1,4,2,8,8,9
"372",1,1,18,2,1,2,2,2,3,3,1,2,1,1,0,0,1,0,1,1,1,1,1,4,3,5,2,4,5,2,10,10,10
"373",1,1,17,2,1,2,2,2,3,3,1,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,4,14,13,13
"374",1,1,17,NA,2,2,2,2,4,4,1,2,1,3,0,0,1,0,1,1,1,1,0,3,3,2,2,2,3,0,11,11,10
"375",1,1,17,2,1,2,3,1,4,4,1,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,0,17,18,17
"376",1,1,17,2,2,2,0,2,1,1,2,1,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,14,14,15
"377",1,1,18,2,1,2,1,1,3,3,2,2,2,3,0,0,0,0,1,1,1,1,0,4,5,5,1,2,2,0,14,14,14
"378",1,2,18,2,1,2,4,4,3,3,1,2,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,0,13,14,13
"379",1,2,17,2,1,2,3,3,3,4,4,2,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,0,17,18,17
"380",1,2,17,1,1,2,2,2,4,3,1,2,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,2,11,10,10
"381",1,1,17,2,1,2,4,4,5,4,1,2,1,3,0,0,1,0,1,1,1,1,0,5,4,4,1,3,4,0,13,12,13
"382",1,1,17,2,1,2,4,4,5,5,1,2,2,3,0,0,1,0,0,0,1,1,1,4,3,3,1,2,4,4,15,14,15
"383",1,1,17,NA,1,2,3,3,1,3,1,2,1,1,0,0,1,1,1,1,1,1,0,4,2,5,2,5,5,2,11,12,11
"384",1,2,18,2,2,2,2,2,3,3,1,2,1,4,0,0,1,1,1,1,1,1,0,4,5,5,2,4,5,0,11,11,12
"385",1,2,19,1,1,2,3,2,1,4,2,3,1,1,0,0,1,0,0,0,1,0,1,5,3,4,2,2,5,0,11,10,10
"386",1,1,18,2,1,2,2,2,1,3,1,2,4,2,0,0,0,0,1,1,1,0,1,4,2,5,1,1,2,2,10,9,10
"387",1,1,17,1,1,2,2,4,1,3,1,1,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,0,15,15,15
"388",1,2,18,2,1,2,2,2,3,3,4,2,1,1,0,0,0,0,0,0,1,1,0,5,4,2,1,2,5,6,15,14,15
"389",1,1,18,2,1,2,3,3,4,4,2,2,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,8,10,11,12
"390",1,1,18,2,2,2,2,2,3,3,2,3,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,10,9,12
"391",1,1,18,1,1,2,2,2,1,3,1,2,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,6,14,13,14
"392",1,1,17,2,1,2,3,4,4,3,1,2,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,8,11,13,14
"393",1,1,17,2,1,2,3,2,3,3,2,2,1,2,0,0,1,0,0,1,1,1,1,4,3,2,2,3,2,0,12,13,15
"394",1,1,18,2,2,2,3,3,4,4,2,2,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,4,14,14,15
"395",1,1,17,1,1,1,3,2,3,3,2,2,1,2,0,0,1,0,0,1,1,1,0,4,3,3,2,3,2,0,14,14,16
"396",1,2,18,2,1,2,4,4,5,4,2,1,1,2,0,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,12,12,13
"397",1,2,18,NA,2,2,3,4,4,3,2,2,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,6,16,16,17
"398",1,1,17,2,1,1,2,2,1,1,2,1,1,2,0,0,1,0,0,1,1,1,1,3,3,1,1,2,4,18,10,12,14
